ITEMNAME,DEPNAME,MAINUPC,SIZENAME,PACKNAME,CURRENTCOST,PRICEPERUNIT,TOTALQTY
FOUR LOKO GALATIC PUNCH CAN,Beer,849806004948,24 OZ,,2.29,3.14,16
FOUR LOKO JUNGLE JUICE CAN,Beer,849806005457,24 OZ,,2.29,3.14,42
FOUR LOKO CAMO CAN,Beer,849806005822,24 OZ,,2.29,3.14,0
SURFSIDE ICED TEA VODKA CAN,Beer,850025605212,12 OZ,4-Pack,8.58,10.99,6
SURFSIDE LEMONADE VODKA CAN,Beer,850025605526,12 OZ,4-Pack,8.58,10.99,10
SURFSIDE ICED TEA LEMON CAN,Beer,850025605540,12 OZ,4-Pack,8.58,10.99,1
SURFSIDE BLACK CHERRY CAN,Beer,850025605953,12 OZ,4-Pack,8.58,10.99,4
BIG SIPZ CHOCO MARTINI,Beer,850028324264,200 ML,,2.28,3.05,-1
BIG SIPZ LIME MARGARITA,Beer,850028324714,200 ML,,2.28,3.05,0
BIG SIPZ PINA COLADA,Beer,850028324745,200 ML,,2.28,3.05,3
SNOW MONKEY RTD CAN,Beer,850046355288,200 ML,8 PACK,14.67,19.99,22
SURFSIDE RASPBERRY LEMON CAN,Beer,850050071013,12 OZ,4-Pack,8.58,10.99,5
SURFSIDE STRABERRY LEMON CAN,Beer,850050071235,12 OZ,4-Pack,8.58,10.99,3
SURFSIDE GREEN TEA LEMON CAN,Beer,850050071372,12 OZ,4-Pack,8.58,10.99,10
SPIKED SELTZER LIME CAN,Beer,853897002233,12 OZ,,1.07,1.41,0
SPIKED SELTZER GRAPEFRUIT CAN,Beer,853897002240,12 OZ,,1.07,1.41,0
SPIKED SELTZER CRANBERRY CAN,Beer,853897002264,12 OZ,,1.15,1.41,0
SPIKED SELTZER LEMON CAN,Beer,853897002424,12 OZ,,1.07,1.41,0
PRESTIGE LAGER BTL,Beer,855956000143,12 OZ,24-Pack,28.5,32.99,43
CANTRIP BLACKBERRY CAN,Beer,860009090507,12 OZ,4-Pack,11.5,13.99,3
CANTRIP GINGER PEACH CAN,Beer,860009090514,12 OZ,4-Pack,11.5,13.99,4
CANTRIP LEMON BASIL CAN,Beer,860009090521,12 OZ,4-Pack,11.5,13.99,5
FISHERS ISLAND LEMONADE CAN,Beer,867636000015,12 OZ,,3.16,3.75,-2
COORS LIGHT CAN,Beer,878403,8 OZ,,3.25,4.69,0
FOUR LOKO FRUIT PUNCH CAN,Beer,895216001046,24 OZ,,2.29,3.14,18
FOUR LOKO GRAPE,Beer,895216001053,24 OZ,,1,3.14,0
FOUR LOKO PEACH CAN,Beer,895216001060,24 OZ,,2.29,3.14,15
EARTHQUAKE HG LAGER 24OZ,Beer,895216001091,24 OZ,,1.23,1.64,0
FOUR LOKO STRAWBERRY CAN,Beer,895216001497,24 OZ,,2.29,3.14,25
STIDES BERRY BTL,Beer,920410,22 OZ,,1.91,2.57,0
STIDES MIX FRUIT BTL,Beer,920430,22 OZ,,1.91,2.57,1
STIDES PASSION BTL,Beer,920440,22 OZ,,1.91,2.57,0
PAUL MASSON PEACH,Brandy,21296620048,1.75 LT,,19.99,22.99,4
PAUL MASSON APPLE,Brandy,21296620277,750 ML,,8.84,11.99,4
PAUL MASSON APPLE,Brandy,21296620291,1.75 LT,,19.09,22.99,0
PAUL MASSON MANGO,Brandy,21296620376,750 ML,,8.59,11.99,0
PAUL MASSON MANGO,Brandy,21296620390,1.75 LT,,19.99,22.99,2
LEROUX BLACK BERRY 750 ML,Brandy,80686097402,750 ML,,8.49,8.99,0
LEROUX BLACKBERRY BRANDY 200 M,Brandy,80686097709,200 ML,,3.19,4.2,0
LEROUX ROCK & ROY 1 LTR,Brandy,80686099208,1 LT,,9.49,10.99,0
LEROUX ROCK & RYE  200ML,Brandy,80686099703,1 LT,,2.29,4.25,0
RAYNAL VSOP,Brandy,83664869794,1 LT,Single,19.09,29.99,0
E&J VSOP,Brandy,85000003794,200 ML,,3.13,4.92,41
E&J VSOP,Brandy,85000003817,750 ML,,11.18,13.99,3
E&J VSOP,Brandy,85000003824,1 LT,,14.01,17.99,12
E&J VSOP,Brandy,85000003831,375 ML,,5.34,7.97,37
E&J VSOP,Brandy,85000003930,1.75 LT,,22.01,25.99,3
E&J XO,Brandy,85000009154,750 ML,,12.01,14.99,6
E&J XO,Brandy,85000009208,375 ML,,5.39,7.97,18
E&J XO,Brandy,85000009253,200 ML,,3.2,4.92,3
E&J APPLE,Brandy,85000024003,50 ML,,0.71,1.17,142
E&J APPLE,Brandy,85000024027,200 ML,,2.9,4.92,14
E&J APPLE,Brandy,85000024034,375 ML,,5.01,7.97,24
E&J APPLE,Brandy,85000024041,750 ML,,10.01,12.99,11
E&J APPLE,Brandy,85000024065,1.75 LT,,21.09,24.99,6
E&J PEACH,Brandy,85000024072,50 ML,,0.71,1.17,16
E&J PEACH,Brandy,85000024102,375 ML,,5.01,7.97,16
E&J PEACH,Brandy,85000024119,750 ML,,10.01,12.99,4
E&J VANILLA,Brandy,85000025734,200 ML,,2.9,4.92,17
E&J VANILLA,Brandy,85000025741,375 ML,,5.01,7.97,26
E&J VANILLA,Brandy,85000025758,750 ML,,10.01,12.99,7
MOHAWK BLACKBERRY 375ML,Brandy,85916016765,375 ML,,4.49,5.15,0
MOHALK APRICOT,Brandy,85916050332,1 LT,,11.39,12.99,0
MOHAWK APRICOT BRANDY 750ML,Brandy,85916050417,750 ML,,7.55,9.35,0
MOHWAK BLACKBERRY BRANDY 750 M,Brandy,85916050745,750 ML,,9.34,9.49,0
MOHAWK PEACH BRANDY 750ML,Brandy,85916051407,750 ML,,9.34,10.99,0
MOHAWK PEPPERMINT SCHNAPPS 750,Brandy,85916053142,750 ML,,9.34,10.99,0
MOHAWK ROCK & RYE 750ML,Brandy,85916058352,750 ML,,9.34,10.99,0
MOHAWK ANISETTE 750ML,Brandy,85916061482,750 ML,,9.34,10.99,0
CHRISTIAN BROTHERS VS 50ML,Brandy,86036100198,50 ML,,0.68,0.93,0
CHRISTIAN BROTHERS VSOP 375ML,Brandy,86036710939,375 ML,,4.22,7.5,0
CHRISTIAN BROTHERS VSOP,Brandy,86036710946,750 ML,,10.99,14.99,0
CHRISTIAN BROTHERS VS,Brandy,86036815597,750 ML,,10.39,14.99,12
CHRISTIAN BROTHERS VS,Brandy,86036815672,375 ML,,4.99,7.51,0
CHRISTIAN BROTHERS VS 100 ML,Brandy,86036815689,100 ML,,1.69,1.86,0
CHRISTIAN BROTHERS VS 200ML,Brandy,86036815702,200 ML,,2.99,4.5,0
CHRISTIAN BROTHERS VS WHITE 20,Brandy,86036860641,200 ML,,2.53,3.75,0
CHRISTIAN BROTHERS HONEY  375M,Brandy,86036862799,375 ML,,4.5,6.55,0
LEROUX BLACKBERRY,Brandy,87116007604,50 ML,,0.99,1.26,56
LEROUX BLACK BERRY,Brandy,87116007703,375 ML,,5.6,7.48,9
ST REMY VSOP BRANDY 750 ML,Brandy,87236992002,750 ML,,8,11.99,0
ST REMY VSOP BRANDY 200 ML,Brandy,87236992026,200 ML,,2.69,4.49,0
ST REMY VSOP BRANDY 375 ML,Brandy,87236992033,375 ML,,5.99,6.49,0
KING WILLIAM IV V.S.P.,Brandy,87512115170,375 ML,,11.09,11.99,0
PAUL MASSON VS,Brandy,88004045357,50 ML,,0.67,1.17,349
PAUL MASSON RED BERRY,Brandy,88004045364,50 ML,,0.69,1.17,106
PAUL MASSON VSOP,Brandy,88004045494,375 ML,,4.68,7.51,25
PAUL MASSON VSOP,Brandy,88004045517,200 ML,,2.85,4.91,15
PAUL MASSON PEACH,Brandy,88004045623,750 ML,,8.84,11.99,4
PAUL MASSON PEACH,Brandy,88004045647,375 ML,,4.68,7.5,29
PAUL MASSON PEACH,Brandy,88004045654,200 ML,,2.85,4.68,16
PAUL MASSON PEACH,Brandy,88004045661,100 ML,,1.32,2.11,0
PAUL MASSON PINEAPPLE,Brandy,88004045678,1.75 LT,,19.99,22.99,3
PAUL MASSON PINEAPPLE,Brandy,88004045685,750 ML,,8.84,11.99,3
PAUL MASSON RED BERRY,Brandy,88004045715,1.75 LT,,19.99,22.99,4
PAUL MASSON VS,Brandy,88004045753,1.75 LT,,19.99,24.99,8
PAUL MASSON VS,Brandy,88004045760,1 LT,,12.51,16.99,11
PAUL MASSON VS,Brandy,88004045777,750 ML,,8.84,11.99,1
PAUL MASSON VS,Brandy,88004045807,200 ML,,2.85,4.68,4
PAUL MASSON VS,Brandy,88004045814,100 ML,,1.32,2.11,15
PAUL MASSON ASSORTED,Brandy,88004055677,375 ML,,4.68,7.51,0
HIRAMWALKER COFFEE 200ML,Brandy,89540123578,200 ML,,2.99,3.49,0
HIRAMWALKER ANISETTER 1 LTR,Brandy,89540125305,1 LT,,16.09,16.59,1
HIRAM WALKER CHERRY BRANDY 750,Brandy,89540125534,750 ML,,10.59,11.99,0
HIRAM WALKER PEACH BRANDY 750M,Brandy,89540125565,750 ML,,10.59,11.99,0
HIRAMWALKER COFFEE,Brandy,8954012583,1 LT,,10.59,11.99,0
VSQ CORONET  200ML,Brandy,96749354108,200 ML,,2.99,3.49,0
CORNET VSQ BRANDY 80 PROOF 375,Brandy,96749354603,375 ML,,4.79,5.14,0
MOHAWK BLACKBERRY 200 ML,Brandy,96749907984,200 ML,,2.59,2.8,0
PAUL MASSON VS,Brandy,2129600606,375 ML,,4.68,7.5,13
PAUL MASSON VSOP,Brandy,2129600630,750 ML,,9.69,12.99,0
E&J VANILLA,Brandy,5269200000,50 ML,,0.71,1.17,110
SWEET BITCH MANGO BRANDY,Brandy,607054190345,750 ML,,13,13.99,3
XXL MANGO GUAVA BRANDY,Brandy,764227188247,750 ML,,18.67,20.99,0
ODESSA VSOP,Brandy,82000943505,750 ML,Single,7.49,9.99,0
CIROC VS,Brandy,825740,375 ML,,18.09,21.99,6
E&J VSOP,Brandy,851080,100 ML,,1.8,2.57,20
E&J VS,Brandy,853400,50 ML,,0.71,1.17,153
E&J VSOP,Brandy,853860,50 ML,,0.71,1.17,86
E&J VS,Brandy,854130,750 ML,,10.01,12.99,6
E&J VS,Brandy,854150,1.75 LT,,21.01,25.99,2
E&J VS,Brandy,854180,1 LT,,13.01,16.99,3
E&J VS,Brandy,854210,200 ML,,2.9,4.92,16
E&J VS,Brandy,854260,375 ML,,5.01,7.97,17
E&J XO,Brandy,859110,50 ML,,0.99,1.17,128
PAUL MASSON PEACH,Brandy,8800404538,50 ML,,0.74,1.17,57
FRIZECCO WINE,Champagne,10086104141,750 ML,Single,7.99,8.99,0
MARTINI & ROSSI ROSE,Champagne,11034503825,750 ML,,9.09,11.99,0
ANNA BRUT ROSE GIFT SET,Champagne,12976991091,750 ML,,15.5,21.99,0
BAREFOOT BUBBLY EXTRA DRY,Champagne,18341751253,750 ML,,9.01,9.99,1
SEGURA VIUDAS ARIA BRUT CAVA 7,Champagne,33293660002,750 ML,,8.09,11.99,0
CAFE DE PARIS,Champagne,80432392010,750 ML,Single,1.25,2.8,0
CRANELAKE BRUT,Champagne,81054394246,750 ML,Single,5.09,9.99,0
J.ROGET EXTRA DRY,Champagne,8139290,750 ML,,5.67,7.99,10
MOET ICE IMPERIAL,Champagne,81753818029,750 ML,,64.09,69.99,7
DOM PERIGNEN,Champagne,81753818432,750 ML,,210,215,0
J.ROGET BRUT,Champagne,8209618,750 ML,,5.67,7.99,10
J.ROGET BRUT,Champagne,8211312,1.5 LT,,9.99,12.99,5
NANDO FRAGOLINO,Champagne,82860308342,750 ML,,8.09,11.99,12
NANDO ASTI SPUMANTE,Champagne,82860308540,750 ML,,10,13.99,12
NANDO MOSCATO,Champagne,82860309448,750 ML,,9.08,11.99,12
J.ROGET EXTRA DRY,Champagne,8298816,1.5 LT,,9.99,12.99,5
COOK BRUT,Champagne,835804047211,750 ML,Single,8.09,9.99,0
COOK SWEET,Champagne,83804047167,750 ML,Single,8.09,9.99,0
COOK SPARKLING,Champagne,83804321090,750 ML,Single,8.09,9.99,0
POEMA BRUT ROSE,Champagne,84692512300,750 ML,,12.99,16.99,12
POEMA DULCE,Champagne,84692627905,750 ML,,12.99,16.99,11
KORBEL BRUT,Champagne,84704091328,750 ML,,12.99,16.99,5
KORBEL EXTRA DRY,Champagne,84704091472,750 ML,,14,16.99,1
KORBEL BRUT ROSE,Champagne,84704091878,750 ML,,13,16.99,0
KORBEL SWEET ROSE,Champagne,84704097979,750 ML,,12,16.99,0
KORBEL SWEET CUVEE,Champagne,84704098044,750 ML,,12.99,16.99,9
ANDRE BRUT,Champagne,85000007433,750 ML,,7.01,9.38,11
ANDRE EXTRA DRY,Champagne,85000007488,750 ML,,7.01,9.38,10
ANDRE PINK MOSCATO,Champagne,85000022276,750 ML,,7.01,9.38,2
ANDRE BRUT ROSE,Champagne,85000025246,750 ML,,7.01,9.38,9
DOMAINE CHANDON BLANC DE NOIR,Champagne,85155000037,750 ML,,17.09,17.99,0
CHANDON BRUT CLASSIC 187ML,Champagne,85155001010,187 ML,,6.09,7.99,0
ROSCATO PROSECCO,Champagne,86785212586,750 ML,,12.09,14.99,0
PERRIER-JOUET GRAND BRUT 750 M,Champagne,87000300101,750 ML,,36.33,37.99,0
MOET NECTAR IMPERIAL ROSE,Champagne,88076161658,750 ML,,52.09,59.99,5
MOET IMPERIAL BRUT,Champagne,88110551056,750 ML,,41.09,51.99,0
MOET BRUT IMPERIAL ROSE,Champagne,88110552404,750 ML,,52.79,62.99,7
DOM PERIGNON 2002 750 ML,Champagne,88110554057,750 ML,,156.09,249.99,0
ARMAND DE BRIGNAC 750ML,Champagne,123456,750 ML,,259.09,299.99,0
MOET ROSE EMPIRIAL 750 ML,Champagne,3185370061503,750 ML,,59.09,69.99,0
JADE ROSE,Champagne,4842239000101,750 ML,,9.33,11.99,0
JADE MOSCATO,Champagne,4842239000125,750 ML,,9.33,11.99,0
DOM PERIGNON VINTAGE,Champagne,5299700000,750 ML,,167.09,199.99,0
VEUVE ICE ROSE,Champagne,810885011226,750 ML,,14.97,19.99,4
BELAIRE PINK,Champagne,813497004303,375 ML,,16.67,17.99,0
BELAIRE LUC PINK,Champagne,813497004310,750 ML,,26.5,27.99,36
BELAIRE WHITE,Champagne,813497005003,375 ML,,16.67,17.99,2
BELAIRE WHITE,Champagne,813497005010,750 ML,,26.5,27.99,18
BELAIRE ROSE,Champagne,813497005904,750 ML,,26.5,27.99,13
BELAIRE GOLD,Champagne,813497007038,750 ML,,26.5,27.99,5
BELAIRE BLUE,Champagne,813497007809,750 ML,,26.5,27.99,2
ANDRE BLUSH PINK,Champagne,857490,750 ML,,5.09,7.99,0
DAILYS FRUIT MIXERS,COCKTAILS,74806000489,1 LT,,6.09,9.99,0
DAILYS FROZEN MARGARITA,COCKTAILS,74806184103,10 OZ,,1.6,2.35,24
DAILYS FROZEN STRAWBERRY DAIQU,COCKTAILS,74806184202,10 OZ,,1.6,2.35,1
DAILYS FROZEN PINA COLADA,COCKTAILS,74806184400,10 OZ,,1.6,2.35,9
DAILYS FROZEN BLUE HAWAIAN,COCKTAILS,74806186107,10 OZ,,1.6,2.35,13
DAILYS FROZEN BAHAMA MAMA,COCKTAILS,74806186398,10 OZ,,1.6,2.35,25
DAILYS FROZEN FIREWORKS,COCKTAILS,74806186602,10 OZ,,1.6,2.35,25
DAILYS FROZEN JAMAICAN SMILE,COCKTAILS,74806189405,10 OZ,,1.6,2.35,22
DAILYS POPTAILS,COCKTAILS,74806198001,Frozen,,0.75,1.41,4
DAILYS FROZEN WHITE CHOCO,COCKTAILS,74806918609,10 OZ,,1.6,1.65,0
DAILYS FROZEN PEACH SMASH,COCKTAILS,74806918982,10 OZ,,1.6,2.35,11
ALTOS CLASSIC LIME MARGARITA,COCKTAILS,80432000212,750 ML,,13.09,16.99,3
ALTOS STRAWBERRY MARGARITA,COCKTAILS,80432000533,750 ML,,13.09,16.99,4
BACARDI ZOMBIE 750 ML,COCKTAILS,80480806163,750 ML,,15.09,16.99,0
BACARDI RUM RUNNER 750ML,COCKTAILS,80480806194,750 ML,,11.09,16.99,0
BACARDI RUM PUNCH,COCKTAILS,80480985479,750 ML,,10.09,12.99,0
BACARDI BAHAMA MAMA,COCKTAILS,80480985486,750 ML,,9.09,12.99,0
BACARDI ZOMBIE,COCKTAILS,80480985493,750 ML,,10.09,12.99,7
BACARDI HURRICANE,COCKTAILS,80480985509,750 ML,,10.09,12.99,0
BACARDI RUM PUNCH,COCKTAILS,80480985585,1.75 LT,,17.09,22.99,2
BACARDI ZOMBIE,COCKTAILS,80480985608,1.75 LT,,17.09,22.99,4
BACARDI PINEAPPLE MAI TAI,COCKTAILS,80480986346,750 ML,,9.09,12.99,1
ON THE ROCK MIDORI SOUR,COCKTAILS,80686004561,375 ML,,8.67,11.99,0
ON THE ROCK STRAWBERRY,COCKTAILS,80686007241,375 ML,,8.67,11.99,9
ON THE ROCK STRAWBERRY,COCKTAILS,80686007289,750 ML,,19.09,19.99,0
ON THE ROCK COSMOPOLITAN,COCKTAILS,80686008088,375 ML,,8.67,11.99,2
ON THE ROCK LEMON DROP,COCKTAILS,80686008934,375 ML,,8.67,11.99,7
ON THE ROCKBLUE HAWAIAN,COCKTAILS,80686012610,750 ML,,19.09,19.99,18
TRULY STRAWBERRY LEMON,COCKTAILS,80686896166,1.75 LT,,7,10.99,7
TRULY WILD BERRY,COCKTAILS,80686896173,1.75 LT,,7,10.99,4
TRULY PINEAPPLE MANGO,COCKTAILS,80686896180,1.75 LT,,7,10.99,6
ON THE ROCK OLD FASHIONED,COCKTAILS,80686897156,750 ML,,19.09,19.99,0
ON THE ROCK COSMOPOLITAN,COCKTAILS,80686897163,750 ML,,19.09,19.99,0
ON THE ROCK MARGARITA,COCKTAILS,80686897170,750 ML,,19.09,19.99,0
KETEL ONE LEMON DROP,COCKTAILS,82000809838,375 ML,,9.99,12.99,5
MI CAMPO MANGO MULE,COCKTAILS,86003272040,375 ML,,9.29,12.99,1
MI CAMPO SPICY JALAPENO,COCKTAILS,86003272057,375 ML,,9.29,12.99,3
TANQUERAY NEGRONI,COCKTAILS,88076188624,375 ML,,9.99,12.99,0
TANQUERAY NEGRONI,COCKTAILS,88076188631,750 ML,,18.99,23.99,1
KETEL ONE LEMON DROP,COCKTAILS,88076188679,750 ML,,18.99,24.99,6
JINRO GREEN APPLE,COCKTAILS,605779976084,375 ML,,5.39,7.99,17
JINRO STRAWBERRY,COCKTAILS,605779976251,375 ML,,5.39,7.99,9
JINRO PEACH,COCKTAILS,605779976459,375 ML,,5.39,7.99,12
JINRO GRAPEFRUIT,COCKTAILS,712166833278,375 ML,,6.49,7.99,1
DAILYS FORZEN LEMONADE,COCKTAILS,74806184707,10 OZ,,1.41,1.87,0
MINUTE MAID LIME MARGARITA,COCKTAILS,810078781479,1.75 LT,,7.49,9.99,11
MINUTE MAID PINA COLADA,COCKTAILS,810078781493,1.75 LT,,7.49,9.99,18
MINUTE MAID STRAWBERRY,COCKTAILS,810078781516,1.75 LT,,7.49,9.99,0
JOSE CUERVO MANGO,COCKTAILS,811538011013,1.75 LT,,14.75,17.99,0
JOSE CUERVO STRAWBERRY,COCKTAILS,811538011037,1.75 LT,,14.75,17.99,0
JOSE CUERVO WATERMELON,COCKTAILS,811538011044,1.75 LT,,14.75,17.99,0
JOSE CUERVO GRAPEFRUIT,COCKTAILS,811538011068,1.75 LT,,14.75,17.99,2
JOSE CUERVO PINE COCONUT,COCKTAILS,811538012836,1.75 LT,,14.75,17.99,2
JOSE CUERVO PINK LEMON,COCKTAILS,811538013765,1.75 LT,,14.75,17.99,0
1800 ULTIMATE RASPBERRY,COCKTAILS,811538013819,1.75 LT,,16.39,21.99,0
1800 ULTIMATE WATERMELON,COCKTAILS,811538016445,1.75 LT,,16.39,21.99,0
1800 ULTIMATE BLACK CHERRY,COCKTAILS,818844021415,1.75 LT,,16.39,21.99,1
JOSE CUERVO SELTZER BLACK CHERRY,COCKTAILS,818844021507,355ml,,2.25,2.81,0
JOSE CUERVO SELTZER MANGO,COCKTAILS,818844021521,355ml,,2.25,2.81,0
JOSE CUERVO PEACH LEMON,COCKTAILS,818844022993,1.75 LT,,14.75,17.99,1
1800 ULTIMATE MARGARITA,COCKTAILS,818844023143,1.75 LT,,16.39,21.99,6
1800 ULTIMATE PEACH,COCKTAILS,818844023150,1.75 LT,,16.39,21.99,4
1800 ULTIMATE MANGO,COCKTAILS,818844023174,1.75 LT,,16.39,21.99,2
1800 ULTIMATE PASSION FRUIT,COCKTAILS,818844024911,1.75 LT,,16.39,21.99,0
GLORIA BLUEBERRY,COCKTAILS,850012571919,750 ML,,7,9.99,6
BUZZBALL PASSIONFRUIT,COCKTAILS,850042638286,187 ML,,2.29,3.05,2
GLORIA LEMON DROP,COCKTAILS,850056077194,1.5 LT,,11.33,14.99,2
BUZZBALL CHILI MANGO,COCKTAILS,851091006187,1.75 LT,,16.09,20.99,1
BUZZBALL WITCHS POTION,COCKTAILS,851091006194,1.75 LT,,16.09,20.99,3
BUZZBALL LIME RITA,COCKTAILS,851091006200,1.75 LT,,16.09,20.99,2
BUZZBALL STRAWBERRY RITA,COCKTAILS,851091006217,1.75 LT,,16.09,20.99,1
BUZZBALL BERRY CHERRY,COCKTAILS,851091006347,1.75 LT,,16.09,20.99,0
BUZZBALLZ STRAWBERRY RITA,COCKTAILS,851091006682,1.75 LT,,16.09,20.99,1
BUZZTALLZ RUBY RED GRAPE,COCKTAILS,854530008124,375 ML,,1,1.41,53
BUZZBALLZ PEACH CHILLER,COCKTAILS,855200005283,187 ML,,2.29,3.05,17
BUZZBALLZ GRAPES GONE WILD,COCKTAILS,855200005528,187 ML,,2.29,3.05,22
BUZZBALLZ WATERMELON,COCKTAILS,855200005542,187 ML,,2.29,3.05,24
BUZZBALLZ PINEAPPLE JALAPENI,COCKTAILS,855200005702,187 ML,,2.29,3.05,18
ON THE ROCK JALAPENO PINEAPPLE,COCKTAILS,855880008086,375 ML,,8.67,11.99,1
ON THE ROCK MARGARITA,COCKTAILS,855880008116,375 ML,,8.67,11.99,7
ON THE ROCK MAI TAI,COCKTAILS,855880008147,375 ML,,8.67,11.99,0
ON THE ROCK AVIATION,COCKTAILS,855880008178,375 ML,,8.67,11.99,1
ON THE ROCK MANHATTAN,COCKTAILS,855880008369,375 ML,,8.67,11.99,0
ON THE ROCK DAIQUIRI,COCKTAILS,855880008390,375 ML,,8.67,11.99,0
ON THE ROCK MARTINI,COCKTAILS,855880008420,375 ML,,8.67,11.99,1
ON THE ROCK WHITE NEGRONI,COCKTAILS,85588000845,375 ML,,3.5,5.99,171
BUZZBALLZ CRANBERRY,COCKTAILS,857641002104,187 ML,,2.29,3.05,21
BUZZBALLZ LIME RITA,COCKTAILS,857641002142,187 ML,,2.29,3.05,37
BUZZBALLZ PINEAPPLE COLADA,COCKTAILS,857641002296,187 ML,,2.29,3.05,13
BUZZBALLZ STRAWBERRY RITA,COCKTAILS,857641002654,187 ML,,2.29,3.05,12
BUZZBALL CHILI MANGO,COCKTAILS,857674007886,187 ML,,2.29,3.05,8
BUZZBALLZ EGGNOG,COCKTAILS,857674007909,187 ML,,2.29,3.05,9
BUZZBALLZ ESPRESSO MARTINI,COCKTAILS,857674007947,187 ML,,2.29,3.05,18
BUZZBALLZ BERRY CHERRY,COCKTAILS,857674007985,187 ML,,2.29,3.05,11
GLORIA PEACH,COCKTAILS,860000183147,750 ML,,7,9.99,11
GLORIA MANGO,COCKTAILS,860001022704,750 ML,,7,9.99,7
GLORIA PEACH,COCKTAILS,860001022711,1.5 LT,,11.33,14.99,4
GLORIA WATERMELON,COCKTAILS,860001438420,750 ML,,7,9.99,11
GLORIA WATERMELON,COCKTAILS,860001885781,1.5 LT,,11.33,14.99,-1
GLORIA CLASSIC LIME,COCKTAILS,861518002609,750 ML,,7,9.99,9
GLORIA MANGO,COCKTAILS,861518002623,1.5 LT,,11.33,14.99,3
GLORIA STRAWBERRY,COCKTAILS,861518002630,750 ML,,7,9.99,1
GLORIA CLASSIC LIME,COCKTAILS,861518002647,1.5 LT,,11.33,14.99,2
GLORIA STRAWBERRY,COCKTAILS,861518002654,1.5 LT,,11.33,14.99,1
1800 ULTIMATE PINEAPPLE,COCKTAILS,88440231,1.75 LT,,16.39,21.99,0
THE MIXOLOGY ESPRESSO,COCKTAILS,9340522000241,375 ML,,2,5.99,46
THE MIXOLOGY OLD FASHIONED,COCKTAILS,9340522000258,375 ML,,2,5.99,17
THE MIXOLOGY NEGRONI,COCKTAILS,9340522000265,375 ML,,2,5.99,6
THE MIXOLOGY MARGARITA,COCKTAILS,9340522000272,375 ML,,2,5.99,68
THE MIXOLOGY AMARETTO,COCKTAILS,9340522000289,375 ML,,2,5.99,9
THE MIXOLOGY MOJITO,COCKTAILS,9340522000296,375 ML,,2,5.99,99
THE MIXOLOGY COSMOPOLITAN,COCKTAILS,9340522000302,375 ML,,2,5.99,28
LOUIS ROYER COGNAC,Cognac,38075913307,750 ML,,32,37.99,0
MARTELL VS,Cognac,80432111437,50 ML,,1.86,2.81,30
MARTELL VS,Cognac,80432400777,200 ML,,8.7,11.99,0
MARTELL VS,Cognac,80432400784,375 ML,,18.09,23.99,6
MARTELL VS,Cognac,80432400814,750 ML,,32.09,39.99,1
DUSSE,Cognac,80480002923,750 ML,,41.09,49.99,0
DUSSE,Cognac,80480002930,375 ML,,21.09,27.99,36
DUSSE COGNAC,Cognac,80480983192,200 ML,,14.09,18.99,3
COURVOISIER VS,Cognac,80686961024,1.75 LT,,59.09,69.99,5
COURVOISIER VS,Cognac,80686961086,375 ML,,14.59,18.99,15
COURVOISIER VS,Cognac,80686961475,750 ML,,29.09,37.99,8
COURVOISIER VSOP,Cognac,80686962083,375 ML,,17.69,19.99,0
COURVOISIER VSOP 200ML,Cognac,80686962106,200 ML,,9.09,11.99,0
HENNESSY XO,Cognac,81753839901,750 ML,,155.99,179.99,2
HENNESSY VSOP,Cognac,81753840167,750 ML,,46.49,59.99,4
HENNESSY VS,Cognac,81753840587,750 ML,,37.09,42.99,17
HENNESSY CARNIVAL,Cognac,81753841119,700 ML,,31.59,38.99,13
ALIZE COGNAC VS,Cognac,84692153008,750 ML,,23.79,29.99,0
MARTELL  VS  1 LITER,Cognac,87000550018,1 LT,,35.09,42.99,0
REMY MARTIN VSOP,Cognac,87236001131,200 ML,,14.09,16.99,75
REMY MARTIN VSOP,Cognac,87236001209,1.75 LT,,110.09,124.99,2
REMY MARTIN VSOP,Cognac,87236001247,375 ML,,24.09,29.99,24
REMY MARTIN VSOP,Cognac,87236002145,100 ML,,10.34,12.99,0
REMY MARTIN 1738,Cognac,87236002411,200 ML,,16.09,20.99,6
REMY MARTIN 1738,Cognac,87236002831,375 ML,,28.09,35.99,11
REMY MARTIN 1738,Cognac,87236004422,750 ML,,57.08,67.99,2
HENNESSY VS,Cognac,88110150501,50 ML,,4.38,6.1,11
HENNESSY VS,Cognac,88110150525,200 ML,,8.75,12.99,15
HENNESSY VS,Cognac,88110150563,1 LT,,44.49,54.99,9
HENNESSY VS,Cognac,88110150587,1.75 LT,,69.09,79.99,7
HENNESSY VS,Cognac,88110150617,100 ML,,6.59,9.99,40
HENNESSY VS,Cognac,88110150631,375 ML,,18.09,22.99,100
HENNESSY VSOP,Cognac,88110151034,375 ML,,23.5,30.99,15
HENNESSY VSOP,Cognac,88110151102,200 ML,,15,20.99,2
GOLDEN BALL VS,Cognac,3760175132759,1 LT,,74.33,89.99,0
COURVOISIER VS 50ML,Cognac,8068696207,50 ML,,3.29,4.25,0
COURVOISIER VS,Cognac,810118070044,200 ML,,7.59,10.99,19
DELAMAIN XO,Cognac,8469215054,750 ML,,95,99.99,2
PATOU VS,Cognac,853936007144,50 ML,,2.33,3.29,0
PATOU VS,Cognac,853936007182,200 ML,,7.17,10.32,34
